"text","likes","comments","shares"
"🔴 UN Secretary-General Antonio Guterres has renewed his call for a ceasefire as Ramadan starts and has also called for “removing all obstacles” to the delivery of humanitarian aid.LIVE updates: aje.io/6jiydj","483","172","54"
"India’s government has announced the implementation of the 2019 Citizenship Amendment Act, weeks before the national election, which critics say is 'anti-Muslim'.","468","148","93"
"The US and France led global arms exports to allies in the past five years, as Russian sales collapsed.","263","65","31"
"Jamaica meeting comes as foreign diplomats evacuated from the Caribbean nation as gangs seek to oust its prime minister.","116","17","13"
"Muslim groups say Canadian MPs won’t be allowed to speak to congregants this Ramadan unless they act to end Gaza war.","238","52","28"
"""The pain is made that much worse by the realisation that the world has abandoned the Palestinian people, allowing Israel to continue its genocide during the Muslim holy month."" — #AJOpinion by Eman Alhaj Ali ⤵️","250","130","43"
"Several celebrities attending the Oscars wore red pins to show support for a ceasefire in Gaza, as pro-Palestinian protesters blocked roads nearby and delayed the start of the ceremony ⤵️","568","69","110"
"Prominent former deputy chairman of Britain’s governing Conservatives, Lee Anderson, who was suspended from the party over Islamophobia accusations, defects to small right-wing Reform UK party in setback for PM Rishi Sunak ⤵️","117","31","11"
"India has completed the first flight test of a home-grown missile with multiple independently targetable re-entry vehicle technology, says PM Narendra Modi ⤵️","276","139","19"
"🔴 UN chief Antonio Guterres has called for a truce in the war in the Gaza Strip as Ramadan begins. “Yet even though Ramadan has begun – the killing, bombing and bloodshed continue in Gaza,” the UN secretary-general told reporters.
LIVE updates: aje.io/3zxjcc","485","271","68"
"🔴 Riyad Mansour, Palestine’s envoy to the UN, says sanctions should include an entire illegal Israeli settlement built on Palestinian land, rather than just individual settlers.
LIVE updates: aje.io/ttdo01","433","91","35"
"🔴 An Israeli watchdog group says Sephardic Chief Rabbi Yitzhak Yosef “crossed every red line” when he threatened a mass exodus by ultra-Orthodox Jews if they are forced to serve in the military as it wages war on Palestinians.
LIVE updates: aje.io/3i6gqg","185","22","21"
"🔴 Phillippe Lazzarini, the head of UNRWA, says a truck loaded with humanitarian aid for Gaza was turned back by Israel because medical scissors were onboard.
LIVE updates: aje.io/z3h7hx","286","170","57"
"🔴 Israeli authorities have said that they are not going to restrict the number of worshippers at Al-Aqsa Mosque in the first week [of Ramadan], but that this could change based on a weekly security assessment according to Israel’s PM Benjamin Netanyahu.
LIVE updates: aje.io/qu2epx","433","174","27"
"Chelsea entertain Newcastle United in the Premier League at Stamford Bridge in London. The Geordies are the form side of the two, but Chelsea have home advantage.
 ⚽️  Follow our LIVE match coverage ⤵️","133","19","5"
"An Israeli air attack has killed three Palestinians on the first night of Ramadan in Gaza, where there are severe shortages of food and water, and people have been offering prayers in bombed-out mosques ⤵️","5932","579","993"
"""[Palestinians] literally have nothing to eat and it really is like a manufactured famine."" 21-year old student Waleed Alvi from Canada shares what he saw in Gaza when he joined his mother, Dr. Fozia Alvi, on a medical relief mission to the besieged enclave in February ⤵️","279","56","71"
"EU countries agree regulations determining when so-called 'gig economy workers' at online platforms such as Uber and Deliveroo should be treated as employees aje.io/nfetbl","166","5","19"
"🔴 The UN agency for Palestinian refugees (UNRWA) says some employees released into Gaza from Israeli detention have reported being pressured by Israel to falsely state that the UN agency has Hamas links and staff took part in the October 7 attacks on Israel.
LIVE updates: aje.io/co451e","406","217","97"
"US left-wing organisations launch a coalition to push back against the influence of the American Israel Public Affairs Committee (AIPAC) amid the US-backed war on Gaza ⤵️","444","138","62"
"""The Russia war of aggression has brought a great sense of urgency to step up our industrial defence capacities."" EU foreign policy chief Josep Borrell says Europe faces even “more danger” today than when Russia first invaded Ukraine two years ago ⤵️","306","152","28"
"In Gaza's Deir el-Balah, as Israeli bombing continues and the list of Palestinian civilians being killed gets longer by the day, there is little to indicate that Ramadan festivities have begun — in pictures aje.io/sysix2","470","106","51"
"🔴 At least 21 Palestinian children have starved to death in Gaza in recent days as Israeli authorities continue to block and restrict humanitarian aid, says health ministry.
LIVE updates: aje.io/7x9ia2","758","181","108"
"Why is the US setting up a temporary port off the besieged Gaza Strip for humanitarian aid deliveries? aje.io/pkw57g","400","249","73"
"Muslim worshippers, many with Palestinian flags, gathered in New York’s Times Square to offer prayers ahead of the start of the holy month of Ramadan.","15210","517","868"
"“Huge loss for Palestinian football.” Mohammed Barakat, who played for Ahly Gaza and Palestine, was killed when his house in Khan Younis was bombed by Israeli forces aje.io/8oz77x","5110","868","412"
"Pakistan police accused of launching brutal attack on Pakistan Tehreek-e-Insaaf supporters and arresting more than 100 of its members during protests over alleged vote rigging aje.io/v2w679","1705","355","157"
"For decades, Israel has been controlling water access in occupied Palestinian territories. The war on Gaza has left Palestinians without access to clean water, leading to dehydration, diseases and death.","339","89","145"
"BREAKING: India implements ‘anti-Muslim’ 2019 citizenship law weeks before election aje.io/rgacsj","2300","1096","217"
"“We stand here as men who refute their Jewishness and the Holocaust being hijacked by an occupation which has led to conflict for so many innocent people.” Jonathan Glazer, director of The Zone of Interest, used his Oscar speech to speak out against Israel’s war on Gaza.","824","165","229"
"Hollywood stars wore red pins at the 96th Academy Awards to call for a ceasefire in Gaza. But what is the symbolism behind the pin?","364","120","29"
"Dozens of people have been injured by what officials described as a 'strong movement' on a Chilean flight from Australia to New Zealand.","194","19","14"
"🔴 The Israeli forces arrested at least 25 Palestinians, including former prisoners and children, in multiple raids overnight across several cities in the occupied West Bank. LIVE updates: aje.io/ww9a00","639","347","96"
"Palestine solidarity protesters decried the visit of Israeli President Isaac Herzog to the opening of Amsterdam's new Holocaust museum, citing his support for Israel's war on Gaza.","710","184","153"
"Al-Qaeda in the Arabian Peninsula (AQAP) has announced the death of its leader Khalid Batarfi and appointed a successor, according to an intelligence service https://aje.io/ifixso","683","411","31"
"US Senator Peter Welch points out the contradiction in the US gov't sending humanitarian aid to Gaza one day, while shipping bombs to Israel the next.","815","154","280"
"The UK pledges to pump an additional 117 million pounds ($150m) into protecting Muslim communities aje.io/5tl8g0","749","336","57"
"🔴 At least 31,112 people in Gaza have been killed and 72,760 wounded by Israeli attacks on the enclave since October 7, according to the health ministry. LIVE updates: http://aje.io/ww9a00","602","284","130"
